GNF,NT,NTG,QT,RQD,TGD,X_ChargeD3075,class_label
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,6.70978960890315,-0.145864991497895,0.834218094277866,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-1.51825168165967,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-1.51825168165967,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.05004320525072,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,0.834218094277866,1
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,6.70978960890315,0.05004320525072,0
6.70978960890315,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-1.51825168165967,0
-0.145864991497895,6.70978960890315,6.70978960890315,-0.145864991497895,-0.145864991497895,-0.145864991497895,-1.51825168165967,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,6.70978960890315,-0.145864991497895,-0.145864991497895,-1.51825168165967,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-1.51825168165967,0
-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-0.145864991497895,-1.51825168165967,0
